pid,potential_poi
3022,"[187, 268]"
1892,"[187, 3599, 175, 3507, 337, 1157, 1892, 4289, 369, 616, 61, 1880, 3294, 1458, 4010, 1217, 2788, 1379]"
384,"[390, 1142, 1086, 3474, 3183, 2927, 1226, 2805, 2663, 2188, 3756]"
390,"[405, 384, 2307, 1142]"
405,"[528, 2093, 1275, 1579, 405, 1795, 1796, 210, 523]"
528,"[528, 799, 1864, 405, 1904, 1275, 1142, 736, 3407]"
817,"[831, 1579, 1376, 3, 1966, 1769, 2663]"
831,"[910, 966, 1807, 727, 1679, 858, 288, 336, 356, 2613, 3511, 3937, 3398, 1670, 3079, 1381, 4221, 4805, 4248, 3290]"
910,"[1074, 4073, 851, 910, 1802, 2743, 757, 676, 1147, 370, 3742, 3519, 267, 4016, 1316, 2856, 2556, 3668, 2497, 328, 3888, 3925, 1270, 870, 2077, 1727, 363, 249, 3751, 4001, 1050, 3800]"
1090,"[1275, 1090, 3377, 102]"
1275,"[528, 1142]"
2093,"[2094, 2104, 1275]"
2094,"[1579, 2699, 102, 598]"
1579,"[2096, 2093, 405, 398, 2111, 1126, 2561, 2696, 1941, 2094, 1215, 1579, 365, 3528, 1012, 102, 659]"
2096,"[2103, 2005, 993, 3218, 83, 5022]"
2103,"[2050, 2103, 993]"
2050,"[2104, 942, 313, 517, 3381]"
2104,"[188, 2277]"
2174,"[2175, 3061, 3391, 5058]"
2198,"[2199, 4013, 2370, 3500, 3362, 2488, 57]"
2199,"[2199, 2209, 2478, 4426, 2822, 4507, 1276, 1475, 3516, 257, 1075, 3322]"
2306,"[1086, 1555]"
1142,"[2307, 528, 463, 390, 2093, 597, 807, 378, 522, 2188]"
2307,"[1275, 966, 4725, 2659, 123, 2801, 2188]"
1965,"[1142, 253, 4322, 3178, 1074, 2972]"
1603,"[1668, 592, 254, 2280, 739, 1520, 4667, 825, 4971, 1603, 667, 2881, 1376, 3919, 406, 3353, 791, 4662]"
1668,"[1734, 507, 4148, 1654, 669, 76, 2045, 1941]"
736,"[803, 210, 734, 1142, 523]"
803,"[528, 804, 210]"
3407,[1086]
191,"[191, 2435, 929, 1016, 407, 4051, 1446]"
2435,"[191, 2435, 3773, 407]"
929,"[2435, 191, 1850, 4072, 1585]"
3773,"[191, 1809, 3863, 5041, 3773, 2330, 2908, 102, 1313, 2876, 4432, 3972, 2044]"
407,"[2435, 191, 407, 929, 1016, 2130, 466, 1702, 609, 2546, 2089, 4021, 3903, 3721, 4056]"
4051,"[191, 2757, 2821, 697]"
192,"[514, 192, 61, 4071, 2405, 1661, 4005, 4174, 82, 1638, 3831, 1594, 2731, 5073, 76]"
514,"[514, 1661, 192, 1018, 4005, 4128, 3831, 4665]"
1661,"[192, 4174, 514, 2512, 406]"
4005,"[514, 192, 1893]"
4071,[514]
4128,"[514, 1661]"
2405,"[514, 3520, 3170, 4149]"
3520,"[192, 1323, 2890, 1576, 1925, 3185, 1996, 3908, 4121, 357]"
399,"[403, 655, 2454, 195, 1970]"
403,"[457, 1491, 491, 399, 654, 557, 3343, 762, 1759, 1191, 2046, 337, 1712, 2764, 378, 410, 4605, 4017, 2674]"
457,"[491, 2428, 683, 249]"
491,"[655, 1969, 3754, 771, 2596, 3132]"
655,"[654, 195, 2228, 403, 1064, 2629]"
654,"[657, 2246, 942, 1272, 443]"
657,[658]
658,"[942, 2629]"
942,"[655, 658, 195, 2885, 2228, 2454]"
949,[1064]
1064,"[195, 403, 399]"
1969,"[1970, 655, 517]"
1970,"[399, 1969, 457, 1970, 2050, 654, 2826]"
2228,"[195, 3523]"
2246,"[2247, 2629, 2228]"
2247,"[1130, 949, 23, 102]"
1130,"[403, 942, 824, 465, 1165, 1127, 434, 3733, 1940, 337, 4700, 3346, 324, 4261, 1130, 1904, 102]"
2428,[655]
2454,"[399, 2246, 3642]"
2629,"[655, 403, 2826]"
2826,"[942, 1130, 2826, 1303, 557, 1638, 2521]"
2885,"[141, 910, 249, 2722, 176]"
3523,"[654, 4085]"
196,"[227, 861, 824, 309]"
309,"[437, 769, 2276, 2678, 3410, 88, 2577, 2469, 410, 4142, 4406, 1392, 536, 309, 2208, 890, 3969, 2623, 249, 35]"
437,"[756, 3109, 3226]"
756,"[309, 196, 1666, 935, 1122, 756, 2975, 3168, 437]"
769,"[196, 824, 777, 2079, 801, 321]"
861,"[935, 756, 861, 1122, 824, 1576]"
935,"[824, 196, 1122]"
824,"[1122, 861, 196, 3379, 3485, 309, 824, 254, 465, 3345, 1423, 1625, 4132, 3276, 4225, 1130, 324, 1010, 4034]"
1122,"[170, 196, 824]"
1666,"[309, 681, 1162, 575, 3784, 4890, 3504, 4790]"
2738,"[756, 2703, 3498, 4771]"
3109,[756]
3485,"[196, 824, 4638, 3354, 3816, 4132]"
3513,[861]
198,"[261, 587, 925, 2356, 1082]"
261,"[388, 587, 467]"
388,"[467, 567, 261, 513, 925, 198]"
467,"[513, 544, 1082, 925, 2159, 1597, 2567, 587]"
513,"[544, 261, 467, 198, 2159]"
544,"[567, 1082, 925, 388, 198, 513]"
567,"[587, 925, 513, 1552, 467]"
587,"[685, 925, 1694, 1808, 567, 1841]"
685,"[261, 1841, 1763]"
925,"[467, 567, 388, 1552, 198, 1808]"
1082,"[388, 544, 261, 1694]"
1552,"[1583, 1763]"
1583,[1597]
1694,"[1763, 1597]"
1763,"[1808, 2356, 2567, 513]"
1808,"[1834, 1883, 685, 388]"
1834,[685]
1841,"[587, 544]"
1883,"[513, 198]"
2159,"[388, 2837]"
2356,"[567, 1694]"
2567,"[513, 544]"
2837,[1919]
199,"[312, 2892, 4927, 363, 1966, 441, 199, 1678, 3071, 324]"
1350,"[2227, 1838, 4096, 102, 1852]"
2036,"[1838, 413]"
1390,"[1350, 1390, 1540, 820, 2123, 1363, 2903]"
4495,"[158, 1213, 1870]"
241,"[4708, 1947, 557, 4803, 2500, 1381, 4017, 2525, 2965, 2483, 4028, 3120, 2293, 1707]"
1870,"[4495, 226, 1439, 1750, 4202, 3303]"
201,"[1010, 3055, 3099, 201, 2815, 4266, 2721, 3516, 102, 3725, 1428]"
3055,"[201, 499, 3725, 406, 4775, 3099, 4761, 3055, 1620, 1721]"
499,"[499, 201, 3725, 3099, 3055, 23, 2749, 26, 727, 3328, 557, 1659, 632, 3764, 500, 884, 1321, 660, 3510, 870, 1680, 102, 1173, 427, 2577, 3820, 1762, 1696, 2451, 2370, 945, 3993, 4699, 4322, 4313, 1018, 4355, 1925, 324, 4931, 4850]"
3099,"[201, 3725, 3516, 1520, 3099, 1037, 1925, 3359, 798, 2610, 2693, 1039, 267, 363, 102, 2038, 865, 759, 1721, 2676, 3820, 1038, 224, 1397, 3265, 1363, 76, 3344, 3302, 4188, 947, 1317, 666, 2899]"
3725,"[3055, 201, 2293, 3725, 3020, 3099, 1721, 499, 4142, 406, 224, 1526, 4805, 2575]"
3320,"[1520, 1349, 4123, 4291, 2513, 1563, 328, 2983, 1576]"
2721,"[3099, 2687, 632, 3095, 2113, 2232, 1130, 2721, 4475, 2820]"
617,"[3213, 4054, 1002, 1204, 1744, 2935, 1622, 3063, 1512, 3378, 84, 440, 617, 2296, 1990, 2477, 1876, 102, 4304, 4518, 507, 3822, 226, 4200, 2275, 62, 3131, 4711, 3993, 1767, 2492, 1943, 1173, 3288, 2119, 4016, 4096, 3432, 1027]"
1037,"[2209, 1063, 1920, 200, 2032, 1001, 2499, 2812, 2269, 36, 3331, 2648, 4761, 4874]"
3252,"[3359, 531, 1654, 3516, 2674, 3211, 3025, 2526]"
4894,"[3725, 727, 224, 3349, 285, 4874]"
1721,"[1918, 2281, 1037, 2887, 224, 4683, 2299, 2907, 1537]"
3194,"[1593, 151, 2816, 4572, 383, 2974, 149, 3194, 2046, 2851, 3139, 1778, 2861, 2084, 2788, 2736]"
1593,"[1792, 224, 2795, 1075, 3042, 4259, 4191, 2516, 4929, 3234]"
202,"[300, 299, 297, 1061, 202, 2915, 1331, 455, 4095, 3901, 2197]"
1331,"[202, 1896, 455, 3747, 4095, 297]"
2197,"[1384, 1331, 202, 89, 2239, 2197, 1056, 1585]"
1384,"[1331, 2594]"
1896,"[202, 297, 2172, 2594, 357, 4891]"
2594,"[297, 582, 221, 1737, 1896, 1170, 4891, 3967, 257, 1308]"
2915,"[202, 515, 3856, 1506, 2364, 1056, 4654, 2061]"
3747,[202]
4095,"[1896, 202]"
203,"[203, 2012, 1201, 4073, 4175, 1009, 443, 102, 1576, 531, 3164, 3341, 249]"
2012,"[203, 4175, 4073, 2983, 4075]"
4073,"[3338, 1734, 4175, 2995, 203, 2512, 4073, 1632, 2706, 910, 4597, 1201, 102, 860, 2626, 36, 1456, 3240, 1428, 2933, 1224]"
4175,"[4175, 203, 1557, 4073, 1009, 1570, 2012, 812, 249, 2425, 226]"
1557,"[4175, 443, 414, 93, 1381, 3919, 76, 2359, 256, 4414, 318, 293, 1981, 3151, 1001]"
2995,"[4175, 3768, 151, 1582, 4923, 3542, 31, 2646, 1317, 3893]"
1158,"[4073, 2284, 4463, 335, 1653, 1520, 1996, 1167, 257, 1512, 2097, 2935, 1778, 3159, 3957, 1247, 4873]"
2706,"[4073, 2707, 2550, 1803, 945, 2734, 357]"
4597,"[2653, 771, 3848, 324, 4618]"
812,"[102, 335, 3447, 812, 1696, 440, 2820, 2874, 3097, 4104, 3083, 635, 3419, 2198, 3693, 4812, 422, 761, 2187, 2416, 3242, 257, 3272, 3603, 708]"
1364,"[4175, 246, 842, 760, 1936, 631, 2640, 293, 4186, 2166, 2626, 84, 3962]"
367,"[408, 1723, 1087, 367, 206, 2465, 251, 363, 3849]"
408,"[367, 1137, 1340, 206, 1087, 1559]"
1137,"[1340, 687, 897, 3827]"
1340,"[206, 810, 1341]"
1341,"[1559, 206, 367]"
1559,"[367, 3827, 1310, 3010, 2163]"
1723,[206]
810,"[367, 206, 2708, 1340, 408]"
1087,"[408, 367, 2399, 4218, 106, 122, 504, 3827, 814, 2283, 406, 3908, 1018, 61, 1677, 1087, 1590, 3816, 3849, 4311, 243]"
2708,"[206, 1118, 1991, 2627, 31]"
2465,"[367, 2768, 206, 4055, 4381, 2465, 2649, 4423, 4138, 3573]"
1415,"[1627, 2063, 1415, 3597, 3909, 2576, 3439]"
3827,"[367, 687, 3651, 1475, 1311, 4467]"
3849,"[1087, 466, 176, 442, 3218, 4485, 2300, 4281, 3796]"
209,"[268, 921, 3768, 3260, 2772]"
268,"[921, 635, 1638, 2308, 3974]"
921,"[944, 921, 1092, 1102, 777, 490, 2653]"
944,"[498, 102, 921, 944, 1920, 490, 1092, 1491]"
1092,"[1102, 102, 1092, 498, 490]"
1102,"[921, 490, 944, 2822, 498, 2744, 3008, 3464]"
490,"[944, 2816, 490, 950, 1092, 538, 676, 2687, 757, 1642, 469, 241, 324, 406, 2483, 2525, 2513]"
1920,"[209, 3328, 2326, 1532]"
2822,"[944, 324, 1998, 229, 3510, 2914, 2822, 2818, 354, 3857, 2483]"
3534,"[944, 3944, 1095, 595, 3358, 901, 3552, 1680, 1170, 2047, 3165, 3763, 3829]"
3008,"[1092, 1707, 102, 1642, 3975]"
2744,"[189, 3477, 1439, 823, 2834, 430, 1391, 1900, 684]"
2996,"[1092, 710, 934, 1758, 1652, 36, 1507, 324, 4795, 1992]"
210,"[1976, 4493, 1617, 476, 463, 210, 807, 736, 405, 1142, 1795, 1112, 867, 2001, 856, 2368, 1762, 2519, 1475, 1644, 1544, 2943, 3970, 406, 739, 378, 4756, 4904, 1161]"
436,"[378, 1635, 3418, 1977, 3657, 3148]"
2572,"[1759, 1075, 1744, 2844, 2812, 249, 3822, 3346, 363, 4220]"
612,"[1617, 1982, 76, 1790, 3136, 3519, 3900, 3306, 4258, 3847, 1576, 3790, 1383, 3774, 416, 1791, 3013]"
1617,"[4493, 31, 632, 4471, 1611, 3343, 507, 3013, 3183, 2939, 3272, 378, 3906, 2762, 3189, 2890, 3159, 2324, 4102, 4776]"
4493,"[4493, 2990, 2927, 1712, 3000, 3343, 61, 2016, 1976, 4379, 4803, 1325]"
3343,"[4090, 891, 3905, 4700, 3379, 3087, 1617, 328, 507, 1526, 2927, 1777, 3860, 4601, 4269, 1018, 4121, 4735]"
4090,"[3837, 986, 4764, 3183, 370, 3455, 1925, 4946, 357, 2913, 4090, 1075, 2722]"
3837,"[4493, 2510, 3986, 324, 3001, 870, 1982, 4946, 2143, 848, 2565]"
2016,"[61, 4356, 771, 950, 1713, 1976, 3378, 2423, 357]"
4379,"[1976, 2521, 1659, 1959, 2565, 2224, 2109, 3136]"
3604,"[4493, 1380, 1544, 1376, 4544, 2444, 1112, 1173, 369]"
4803,"[378, 4058, 3318, 2317, 4803, 2941, 1325]"
212,"[251, 212, 1864, 2194, 2821, 314, 3587, 1743, 2066]"
314,"[321, 251, 2508, 1806, 2082, 2066, 3238, 3587, 314, 212, 176, 4022]"
2066,"[251, 314, 3553]"
2082,"[212, 251, 24, 3826, 2994, 4285]"
2194,"[321, 4863]"
1509,"[1823, 1729, 1925, 762, 1638, 3139, 2595, 2570, 2331, 2041]"
1823,"[2354, 2322, 2756, 381, 1075, 249, 1717, 324, 3590]"
3587,"[321, 314, 212, 1806]"
329,"[793, 355, 315, 2181, 329, 2972, 1237, 1431, 3498, 4890, 1015, 439, 422, 50, 4425]"
214,"[373, 214, 31, 2295, 2562, 2735, 3384, 3501]"
373,"[932, 214, 3501, 373, 2562]"
932,"[214, 932, 2735, 3384, 3457, 2562]"
1985,"[214, 2851, 3174, 4878, 3842, 1985, 4413, 3180]"
2295,"[214, 373]"
2562,"[373, 3457, 214, 3501, 2562, 3384, 3365, 3528]"
2735,"[214, 3456, 3557, 3119, 3501]"
3384,"[932, 3557, 4602, 4608, 2664, 4677, 3384, 3457]"
3456,"[2562, 2044, 534]"
3457,"[3384, 2295, 2562, 4602, 4677]"
3501,"[214, 2735, 2562]"
3557,[932]
3365,"[214, 3365, 4764, 36, 2920, 1659]"
215,"[2881, 1012, 23, 3205, 1900, 3089, 4910]"
2881,"[215, 667, 666, 3567, 4609, 4899, 2465]"
999,"[3748, 2833, 1010, 2131, 3662, 499, 23, 4708, 891, 1428, 2726, 3205, 999, 1255, 3550, 1824, 2526, 31, 1647, 1066, 4827]"
1214,"[3118, 2480, 3001, 3283, 1750, 3140, 3606, 2788, 3290]"
3118,"[3120, 378, 1160, 2139, 3889, 4856, 2816, 4094]"
2373,"[999, 3248, 3290, 2321, 1757, 2359, 961, 324, 459, 3986, 3906, 2336, 1750, 1713, 559, 2298, 2739, 4927]"
3021,"[3808, 2443, 1872, 333]"
43,"[3021, 23, 130, 499, 783, 2399, 43, 1032, 903, 1988]"
3772,"[999, 2674, 324, 898, 3780, 2607, 1735, 4127, 3853]"
3662,"[43, 324, 1219, 2113, 2100, 3662, 3653, 1966, 3233, 1712, 1767, 3539, 1170, 4014, 1903, 1104]"
130,"[1614, 422, 986, 469]"
1428,"[499, 3205, 3842, 999, 1428, 2865, 3340, 2869, 1202, 84, 23, 1823]"
887,"[1428, 889, 879, 1739, 2711, 3029, 1053, 4028, 352, 887, 2865, 1823, 1638, 2898, 3745, 1686, 69, 4512, 860, 4912, 234, 4185, 3306, 3578, 324, 406, 2540, 18, 1703]"
3205,"[999, 43, 729, 2668, 1682, 4398, 2698]"
2865,"[1112, 4896, 2865, 277, 2702, 2903, 759, 76, 4165, 1075, 3622, 1434, 3029, 1389, 4509, 403, 443, 3596, 1729, 1979, 708, 4242, 26, 4028, 1925, 324, 3131, 1777, 2168, 4382, 4229, 4913]"
1157,"[1012, 2136, 4962, 3436, 3254, 2164, 798, 3511, 4765, 2716, 1892, 4815, 3864, 1862, 2367, 2177, 2368, 2397, 354, 494, 2552, 2916, 1686, 2443, 2722]"
224,"[406, 224, 1075, 3945, 727, 3249, 1926, 187, 2320, 1799, 1659, 632, 2305, 2483, 2869, 2693, 78, 1018, 1490]"
371,"[224, 1458, 493, 4150, 4283, 3248, 1151, 3034, 4893, 3512]"
4054,"[4054, 3945, 4104, 727, 4142]"
4104,"[1981, 417, 1784, 2923, 759, 440, 812, 3113, 2856, 4955]"
3312,"[3965, 891, 2824, 525, 1296, 3087, 1976, 4297, 2517, 1018, 2495, 3248, 62, 3136, 2275, 2926, 1617, 1611, 3466, 3343, 858, 899]"
3965,"[3945, 2535, 3314, 774, 2471, 1288, 181, 403, 4605, 4875]"
2870,"[3945, 1458, 812, 1982, 2728, 3820, 3040, 2975, 2909]"
4142,"[4142, 4089, 4054, 849, 410, 1858, 343, 2709, 1715, 4790]"
364,"[1622, 3030, 363, 2473, 364, 1712, 2920, 1728, 80, 1161, 3150, 3032, 3519, 2187, 2281, 4269, 3312, 3260, 1917, 2815, 3197, 3189, 3288, 1959, 1329, 3289, 1839, 1993]"
2788,"[3945, 2745, 1990, 1927, 4893, 3144, 614, 3141, 4052, 2788, 1379, 3876, 1381, 2043, 727, 2932, 2726, 2626, 2820, 1103, 1426, 3218, 3662, 102, 2990, 4661, 3099, 947, 1892, 1762]"
3364,"[3725, 3404, 3123, 3208, 1010, 2321]"
3249,"[3763, 414, 1103, 2549, 2139, 1726, 3276, 1761]"
3763,"[3725, 324, 2940, 2321, 1030, 1444, 791, 363, 226]"
3328,"[4775, 1696, 798, 499, 3769, 580, 3715]"
1926,"[406, 1240, 632, 2730, 998, 1998, 3251, 499, 4189, 3710, 4955]"
4016,"[4894, 1487, 423, 1316, 2954, 4800, 717, 3855]"
1696,"[4775, 3725, 3328, 1864, 1729, 320, 3832, 1052, 4700, 1812, 1920, 4413, 1945, 324, 1593]"
2320,"[499, 2311, 410, 4513, 3088, 3353, 1965, 960, 3951]"
228,"[229, 3768, 2459, 2990, 3807, 228, 870, 771, 3177, 2646]"
2459,"[228, 2459, 2302, 2304, 510, 771, 1252, 3768, 324, 3510, 337]"
3768,"[1504, 2762, 228, 2459, 3768, 324, 249, 1371, 3807]"
3980,"[2459, 226, 61, 3636, 5053, 3919, 249, 669]"
510,"[451, 828, 2237, 1430, 1523, 510, 3198, 406, 4196, 716, 3450, 3743, 3056, 3907, 1219, 3514, 1042, 3417, 4544, 2626, 4659, 249, 3715]"
451,"[228, 1009, 1678, 2974, 1292, 4276, 2302, 2826]"
2762,"[3790, 2551, 1572, 2707, 2517, 1745, 4182, 2815, 3830, 1611, 2495, 436, 3319, 4249, 2571, 1769, 2084, 226, 2566, 4399, 631, 269, 2166, 4428]"
3790,"[3768, 4923, 891, 2571, 3312, 4963, 3677, 766, 1688, 738, 324, 3292, 3716, 2322, 2940, 3590, 423, 3140, 62, 4873]"
870,"[209, 1256, 870, 666, 499, 3321, 3083, 3837, 3888, 3113]"
1371,"[228, 4058, 1961, 1847]"
2646,"[18, 2459, 3177, 1389, 3345, 1925, 1193, 4443, 1784, 612, 3390, 1548]"
3177,"[3768, 2882, 2897, 443, 1292, 1555, 2565, 4714]"
233,"[705, 233, 2852, 48, 1202, 2475, 3302]"
705,"[233, 1363, 2475, 385, 2852, 659, 705, 1905, 48]"
1363,"[233, 94, 1363, 1693, 397, 2437, 3215, 1943, 1930, 1532, 1386, 3542, 2489, 2669, 1107, 4705, 116]"
2475,"[705, 2852, 233, 2475, 1930]"
2852,"[705, 3215, 2475, 233, 385, 1807, 48, 1363]"
3215,"[1363, 48, 3196, 1574, 1780, 3376, 104, 258, 4421, 4831, 4384]"
94,"[1363, 257]"
1693,"[233, 1369, 1532, 3973, 4110]"
2266,"[2668, 791, 908, 1707]"
791,"[1555, 4764, 1903, 93, 3595, 2005, 739, 151, 1268, 597, 1852, 771, 4060, 84, 1212, 1596, 400, 3993, 1913, 3111, 3749, 3268, 2898, 181, 1381, 260, 324, 3514, 3153, 3694]"
1555,"[1905, 288, 2905, 787, 994, 2113, 3169, 1038, 2997, 1750, 1466, 2403, 2274, 771, 2964, 3716, 3345, 4801, 4509, 4135, 1767, 1075, 31, 1635, 4015, 336, 4874, 1880]"
236,"[592, 1471, 2244]"
592,"[95, 363, 592, 2608, 1471, 1221, 236, 173, 3426, 18, 1955, 608]"
1471,"[592, 1046, 236, 1221, 1471, 95]"
2608,[592]
1221,"[592, 36, 2516, 3308, 1566]"
3426,"[236, 95, 592]"
1955,"[363, 2168, 899]"
293,"[592, 2305, 102, 249, 1687, 1792, 2660, 1653, 635, 1893, 2076, 1555, 1325, 1540, 1405, 4254, 3271, 4195, 4546]"
1432,"[1432, 406, 3474, 2119, 3588, 378, 2481]"
3474,"[3588, 384, 123, 1432, 829]"
3588,"[1432, 3588, 3474, 2048, 4337]"
829,"[1432, 827, 671, 3554, 672, 1652, 189, 4127]"
2048,"[1432, 4136, 926, 83, 1621, 84, 485]"
239,"[1171, 1104, 1239, 2207, 1202, 239, 4381, 2512]"
1171,"[1171, 175, 3406, 239, 2484, 2743, 1202, 3679, 5079, 4381]"
3406,"[239, 1293, 3617, 23, 1746, 2513, 1110]"
2900,"[3759, 4289, 1698, 3429, 82]"
3759,"[239, 489, 246, 2854, 4264, 4511, 842, 190, 324, 4198, 1993, 4870, 1389, 1104, 4817, 3303, 4503, 4991, 3336, 4461, 2907, 1485]"
1239,"[239, 1004]"
2207,"[1171, 595, 3269, 2207, 3574, 1713, 1381, 3008, 4467, 1642, 706, 2499, 1037, 2032, 498, 3252, 1737, 324]"
4381,"[239, 4381, 1171, 4144, 3574, 717, 4313, 4182, 2465, 4423]"
2743,"[239, 3507, 1802, 4817, 336, 3306, 2743, 3977, 2224, 1839, 1925, 378, 2875, 5053, 2935, 2076, 1030, 1336, 1576, 1353]"
3617,"[1171, 612, 4892, 181, 4605, 3341]"
5079,"[4381, 364, 882, 4686, 4289, 616, 1638, 1208, 257, 5079, 2374, 1508, 151, 4978, 245, 406, 324, 3681, 2483]"
4144,[239]
3574,"[239, 4084, 595, 3269, 717, 2448, 206, 3253, 124, 3573, 249]"
240,"[240, 1183, 1992, 1598, 3443]"
1598,"[240, 721, 892, 3429, 1591, 4600, 2239, 3278, 1655, 4376, 4312, 2717, 2594]"
4574,"[1310, 4141, 4574, 3938, 1205, 3285, 331, 4950, 1183, 4679, 5072, 343, 2795, 5060]"
4141,"[4574, 1310, 54, 1585, 693, 670, 257, 3230]"
3938,"[4574, 575, 2951, 2581, 3396, 2420, 4630]"
3285,"[4574, 286, 1013, 649, 2528, 1487, 1483, 2069, 4500, 1310, 4679, 343, 4654, 2004]"
4950,"[4574, 1578, 209, 3324, 875, 1701, 1456, 3790, 4714, 1222]"
4679,"[4574, 343, 286, 4679, 3285, 1205, 3443]"
5072,"[4574, 5072, 4679]"
343,"[331, 286, 1183, 2811, 1310, 1639, 1678, 176, 3333, 1585, 147, 4679, 1159]"
1947,"[1979, 62, 2000, 2990, 4411, 4110, 1947, 1202, 2437, 3147, 1987, 4434]"
1990,"[1154, 1785, 883, 4189, 3964, 95, 1030, 2312, 3655, 1670, 3268, 3650, 3672, 3716, 2955]"
370,"[3791, 3371, 129, 2987, 2409, 910, 559, 884, 4269, 29, 4667, 1526, 2127, 1917, 1198, 20, 4433, 3971, 3290, 1119, 3633, 2147, 3282, 3752, 2955, 1173]"
3791,"[1096, 3670, 2291, 2860, 2865, 375, 2736, 2764, 1520, 369, 2626, 4589, 1725]"
1096,"[3345, 1209, 1096, 2284, 3207, 4261, 82, 102, 1284, 1354, 716, 2439, 2835, 417, 3807, 4231, 3736, 3619, 1485]"
1209,"[3605, 764, 3070, 1193, 4127, 328, 3148]"
3677,"[257, 498, 3580, 2139, 530, 3820, 1001]"
4261,"[2676, 3517, 1576, 3294, 354, 4475, 617, 4801, 1269, 1191]"
4372,"[2884, 3574, 3672, 1306]"
2884,"[134, 2729, 2544, 2884, 328, 3082, 1859, 3185, 3098, 3534, 441, 3524, 1316, 1347]"
4896,"[4896, 2909, 3303, 1096, 1812, 1907]"
2909,"[4896, 870, 2788, 1576, 3246, 845, 1928, 4411, 4662]"
3303,"[3345, 948, 3074, 268, 3303, 82, 1460, 2245, 4008, 2290, 1576, 4014, 3893, 3658, 700, 3088, 406, 3759, 3411, 2833, 1987, 2129, 4213, 1898, 283, 3325, 4503, 3012, 4991, 4461, 4870, 3336, 2907, 1809, 1485, 226, 337, 3463, 4559, 3335]"
4034,"[2284, 824, 2942, 4231, 3303, 3524, 1706, 4700, 1029, 4434, 381]"
506,"[2241, 851, 4414, 2289, 66, 324, 3725, 1325]"
2241,"[82, 170, 1537, 1950, 702, 324, 2274, 3402, 1389, 3278, 267, 1794, 1907, 945, 129, 254, 2293, 2069, 4662, 4708, 4904, 2686]"
688,"[1753, 1638, 2516, 948, 1362, 3596, 1998]"
1753,"[2879, 1724, 61, 3094, 611, 3264, 2047, 4403, 1864, 20, 3235, 1030, 1018, 3265]"
2879,"[4896, 3636, 1450, 3919, 1892, 23, 4504]"
3678,"[3507, 1740, 1614, 1705, 18, 3678, 2953, 3850, 1346, 2217, 2179, 5043, 2483]"
3507,"[3174, 354, 3604, 3368, 363, 2500, 1729, 3745, 3507, 324, 771, 93, 4988, 2299, 3224, 4827]"
3174,"[4085, 2795, 875, 85, 812, 3517, 3303, 2814, 3678]"
4085,"[3678, 265, 381, 61, 3181, 4085, 324, 2682, 5016, 4034, 4110]"
517,"[3303, 1682, 908, 2964, 517, 2007, 3681, 503, 1816, 2026, 1713, 2845, 3276, 102, 3887, 2050, 2437, 3972, 2765, 4306, 2596, 2975, 4663, 2477, 2923, 3210, 1534, 4547, 292, 131, 416, 2212, 491, 3718, 2293, 249, 2500, 31, 2018]"
243,"[960, 243, 365, 1002, 706, 1160, 3911, 4055, 151]"
1002,"[1002, 2399, 1322, 243, 3240, 365, 3362, 151, 1009, 2913, 959, 1997, 1730, 102, 4098, 2449, 4643, 2653]"
2399,"[365, 960, 1002, 3971, 3418, 2298, 59, 4962, 2320]"
1322,"[2913, 442, 757, 739, 1659, 1843, 151, 2232, 1464, 285, 4494, 4862]"
2913,"[1002, 363, 798, 575, 1104, 849, 1866, 1157, 4242, 1974, 3814, 102, 2761, 3759, 3438, 319, 249, 1659, 2139, 1202, 1978]"
3362,"[3821, 365, 3362, 3099, 1037, 3372, 206, 1568, 1931]"
959,"[2399, 362, 1245, 1678, 787, 3746, 3866, 4394, 1555, 31, 1244, 3060, 324, 1708, 492, 735, 365, 4192, 4728]"
3298,"[1002, 1815, 2557, 3372, 1313, 613, 1193, 1698, 2768, 1475]"
1997,"[365, 84, 799, 2995, 814, 2162, 2724, 1252, 1842, 4421]"
1730,"[258, 4005, 1613, 2891, 324, 2402, 1636]"
258,"[365, 2148, 104, 1780, 2114]"
244,"[2496, 1477, 4159, 1185, 1003, 1526]"
2496,"[4159, 1477, 4551, 2496, 1185, 1003, 244]"
4159,"[4159, 1185, 3553, 244, 4592, 1003, 4551, 4593, 1477, 4641, 4719, 2496]"
1185,"[4159, 4593, 4592, 4551, 721, 751]"
3553,"[1878, 2216, 721, 1477, 4218, 2520]"
1878,"[4159, 396, 955, 28, 4967, 4834]"
1477,"[4551, 2063, 2146, 2496, 4159, 1477, 2520, 1185, 1003, 396, 572, 3285, 3201, 1660]"
4551,"[2496, 4592, 4551, 1185, 4593, 4672]"
2063,"[4159, 2069, 2146, 1415, 2063, 3555, 2970]"
4593,"[4592, 4159, 4551, 1477, 4641, 4719, 3555]"
4592,"[4159, 2496, 4593, 3930]"
1003,"[4593, 1878, 4159, 1003, 1185, 3553, 721, 4364, 325, 4828]"
2146,"[4159, 572, 536, 2970, 2240, 1660, 4230, 3555]"
4641,[4159]
4672,[1477]
4719,"[4551, 1477]"
828,"[911, 1469, 1864, 510, 1523, 828, 1430, 3812, 2237, 4121, 1737, 82]"
911,"[828, 1430, 3379, 1523, 510, 3100, 169, 1638, 2293]"
1469,"[1523, 3882, 1430, 4430, 2057, 3591, 2126, 419]"
1523,"[510, 911, 1430, 828, 3393]"
